"","NBRECBASA65M11","NBRECBASA66M2","NBRECBASA66M5","NBRECBASA66M8","NBRECBASA66M11","NBRECBASA67M2","NBRECBASA67M5","NBRECBASA67M8","NBRECBASA67M11","NBRECBASA68M2","NBRECBASA68M5","NBRECBASA68M8","NBRECBASA68M11","NBRECBASA69M2","NBRECBASA69M5","NBRECBASA69M8","NBRECBASA69M11","NBRECBASA70M2","NBRECBASA70M5","NBRECBASA70M8","NBRECBASA70M11","NBRECBASA71M2","NBRECBASA71M5","NBRECBASA71M8","NBRECBASA71M11","NBRECBASA72M2","NBRECBASA72M5","NBRECBASA72M8","NBRECBASA72M11","NBRECBASA73M2","NBRECBASA73M5","NBRECBASA73M8","NBRECBASA73M11","NBRECBASA74M2","NBRECBASA74M5","NBRECBASA74M8","NBRECBASA74M11","NBRECBASA75M2","NBRECBASA75M5","NBRECBASA75M8","NBRECBASA75M11","NBRECBASA76M2","NBRECBASA76M5","NBRECBASA76M8","NBRECBASA76M11","NBRECBASA77M2","NBRECBASA77M5","NBRECBASA77M8","NBRECBASA77M11","NBRECBASA78M2","NBRECBASA78M5","NBRECBASA78M8","NBRECBASA78M11","NBRECBASA79M2","NBRECBASA79M5","NBRECBASA79M8","NBRECBASA79M11","NBRECBASA80M2","NBRECBASA80M5","NBRECBASA80M8","NBRECBASA80M11","NBRECBASA81M2","NBRECBASA81M5","NBRECBASA81M8","NBRECBASA81M11","NBRECBASA82M2","NBRECBASA82M5","NBRECBASA82M8","NBRECBASA82M11","NBRECBASA83M2","NBRECBASA83M5","NBRECBASA83M8","NBRECBASA83M11","NBRECBASA84M2","NBRECBASA84M5","NBRECBASA84M8","NBRECBASA84M11","NBRECBASA85M2","NBRECBASA85M5","NBRECBASA85M8","NBRECBASA85M11","NBRECBASA86M2","NBRECBASA86M5","NBRECBASA86M8","NBRECBASA86M11","NBRECBASA87M2","NBRECBASA87M5","NBRECBASA87M8","NBRECBASA87M11","NBRECBASA88M2","NBRECBASA88M5","NBRECBASA88M8","NBRECBASA88M11","NBRECBASA89M2","NBRECBASA89M5","NBRECBASA89M8","NBRECBASA89M11","NBRECBASA90M2","NBRECBASA90M5","NBRECBASA90M8","NBRECBASA90M11","NBRECBASA91M2","NBRECBASA91M5","NBRECBASA91M8","NBRECBASA91M11","NBRECBASA92M2","NBRECBASA92M5","NBRECBASA92M8","NBRECBASA92M11","NBRECBASA93M2","NBRECBASA93M5","NBRECBASA93M8","NBRECBASA93M11","NBRECBASA94M2","NBRECBASA94M5","NBRECBASA94M8","NBRECBASA94M11","NBRECBASA95M2","NBRECBASA95M5","NBRECBASA95M8","NBRECBASA95M11","NBRECBASA96M2","NBRECBASA96M5","NBRECBASA96M8","NBRECBASA96M11","NBRECBASA97M2","NBRECBASA97M5","NBRECBASA97M8","NBRECBASA97M11","NBRECBASA98M2","NBRECBASA98M5","NBRECBASA98M8","NBRECBASA98M11","NBRECBASA99M2","NBRECBASA99M5","NBRECBASA99M8","NBRECBASA99M11","NBRECBASA00M2","NBRECBASA00M5","NBRECBASA00M8","NBRECBASA00M11","NBRECBASA01M2","NBRECBASA01M5","NBRECBASA01M8","NBRECBASA01M11","NBRECBASA02M2","NBRECBASA02M5","NBRECBASA02M8","NBRECBASA02M11","NBRECBASA03M2","NBRECBASA03M5","NBRECBASA03M8","NBRECBASA03M11","NBRECBASA04M2","NBRECBASA04M5","NBRECBASA04M8","NBRECBASA04M11","NBRECBASA05M2","NBRECBASA05M5","NBRECBASA05M8","NBRECBASA05M11","NBRECBASA06M2","NBRECBASA06M5","NBRECBASA06M8","NBRECBASA06M11","NBRECBASA07M2","NBRECBASA07M5","NBRECBASA07M8","NBRECBASA07M11","NBRECBASA08M2","NBRECBASA08M5","NBRECBASA08M8","NBRECBASA08M11","NBRECBASA09M2","NBRECBASA09M5","NBRECBASA09M8","NBRECBASA09M11","NBRECBASA10M2","NBRECBASA10M5","NBRECBASA10M8","NBRECBASA10M11","NBRECBASA11M2","NBRECBASA11M5","NBRECBASA11M8","NBRECBASA11M11","NBRECBASA12M2","NBRECBASA12M5","NBRECBASA12M8","NBRECBASA12M11","NBRECBASA13M2","NBRECBASA13M5"
"2002:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.725","39.721","39.644","39.628","39.628","39.628","39.628","39.37","39.37","39.37","39.37","39.436","39.436","39.436","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627","39.627"
"2002:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.055","39.045","39.023","38.98","38.98","38.98","38.98","38.807","38.807","38.807","38.807","38.725","38.725","38.725","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82","38.82"
"2002:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","38.778","38.776","39.041","39.028","39.028","39.028","39.028","38.989","38.989","38.989","38.989","39.02","39.02","39.02","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103","39.103"
"2002:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.29","39.414","39.489","39.489","39.489","39.489","39.609","39.609","39.609","39.609","39.733","39.733","39.733","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726","39.726"
"2002:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.988","40.037","40.138","40.138","40.138","40.136","40.362","40.362","40.362","40.362","40.361","40.361","40.361","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279","40.279"
"2003:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","10.513","40.581","40.704","40.704","40.704","40.702","40.813","40.813","40.813","40.813","40.726","40.726","10.442","40.515","40.515","40.515","40.515","40.515","40.8","40.8","40.8","40.8","40.78","40.78","40.78","40.78","40.78","40.714","40.714","40.714","40.713","40.713","40.686","40.686","40.686","40.686","40.686","40.686","40.686","40.686","40.686","40.686"
"2003:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","40.731","40.795","40.795","40.795","40.796","41.07","41.07","41.07","41.07","40.955","40.955","42","41.08","41.08","41.08","41.08","41.08","41.284","41.284","41.284","41.284","41.284","41.284","41.284","41.284","41.284","41.263","41.263","41.263","41.261","41.261","41.189","41.189","41.189","41.199","41.199","41.199","41.199","41.199","41.18","41.18"
"2003:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","40.921","40.951","40.951","40.951","40.949","41.065","41.065","41.065","41.065","40.878","40.878","42","40.988","40.988","40.988","40.988","40.988","41.277","41.277","41.277","41.277","41.288","41.288","41.288","41.288","41.288","41.342","41.342","41.342","41.341","41.341","41.25","41.25","41.25","41.167","41.167","41.167","41.167","41.167","41.148","41.148"
"2003:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","40.744","40.777","40.777","40.777","40.782","40.666","40.666","40.666","40.666","40.586","40.586","42","40.606","40.606","40.606","40.606","40.606","40.73","40.73","40.73","40.73","40.734","40.734","40.734","40.734","40.734","40.74","40.74","40.74","40.739","40.739","40.639","40.639","40.639","40.558","40.558","40.558","40.558","40.558","40.538","40.538"
"2003:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","40.931","40.931","40.931","40.917","40.829","40.829","40.829","40.829","40.879","40.879","42","40.963","40.963","40.963","40.963","40.963","40.762","40.762","40.762","40.762","40.876","40.876","40.877","40.877","40.877","40.855","40.855","40.855","40.854","40.854","40.795","40.795","40.795","40.861","40.861","40.861","40.861","40.861","40.853","40.853"
"2003:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42.636","42.634","42.634","42.626","42.186","42.186","42.186","42.186","42.144","42.144","42","42.214","42.214","42.214","42.214","42.214","42.014","42.014","42.014","42.014","42.054","42.054","42.054","42.054","42.054","42.053","42.053","42.053","42.052","42.052","42.032","42.032","42.032","42.084","42.084","42.084","42.084","42.084","42.094","42.094"
"2003:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","43.813","43.796","43.796","43.796","43.183","43.183","43.183","43.183","43.062","43.062","42","42.969","42.969","42.969","42.969","42.969","42.823","42.823","42.823","42.823","42.999","42.999","42.999","42.999","42.999","42.842","42.842","42.842","42.841","42.841","42.897","42.897","42.897","42.949","42.949","42.949","42.949","42.949","42.952","42.952"
"2003:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","45.954","45.954","45.975","45.252","45.252","45.252","45.252","45.347","45.347","42","45.544","45.544","45.544","45.544","45.544","45.363","45.363","45.363","45.363","45.569","45.569","45.57","45.57","45.57","45.378","45.378","45.378","45.377","45.377","45.47","45.47","45.47","45.46","45.46","45.46","45.46","45.46","45.447","45.447"
"2003:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","44.783","44.783","44.804","44.109","44.109","44.109","44.109","44.022","44.023","42","44.045","44.045","44.045","44.045","44.045","43.911","43.911","43.911","43.911","44.028","44.028","44.028","44.028","44.028","44.042","44.042","44.042","44.041","44.041","44.134","44.134","44.134","44.008","44.008","44.008","44.008","44.008","43.96","43.96"
"2003:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","43.888","43.884","43.9","43.287","43.287","43.287","43.287","43.328","43.329","42","43.418","43.418","43.418","43.418","43.418","43.337","43.337","43.337","43.337","43.403","43.403","43.403","43.403","43.403","43.279","43.279","43.279","43.279","43.279","43.377","43.377","43.377","43.324","43.324","43.324","43.324","43.324","43.295","43.295"
"2003:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","43.362","43.37","42.966","42.966","42.966","42.966","43.066","43.068","42","43.063","43.063","43.063","43.063","43.063","42.916","42.916","42.916","42.916","42.953","42.953","42.953","42.953","42.953","42.802","42.802","42.802","42.802","42.802","42.819","42.819","42.819","42.82","42.82","42.82","42.82","42.82","42.788","42.788"
