"","BASEBASA65M11","BASEBASA66M2","BASEBASA66M5","BASEBASA66M8","BASEBASA66M11","BASEBASA67M2","BASEBASA67M5","BASEBASA67M8","BASEBASA67M11","BASEBASA68M2","BASEBASA68M5","BASEBASA68M8","BASEBASA68M11","BASEBASA69M2","BASEBASA69M5","BASEBASA69M8","BASEBASA69M11","BASEBASA70M2","BASEBASA70M5","BASEBASA70M8","BASEBASA70M11","BASEBASA71M2","BASEBASA71M5","BASEBASA71M8","BASEBASA71M11","BASEBASA72M2","BASEBASA72M5","BASEBASA72M8","BASEBASA72M11","BASEBASA73M2","BASEBASA73M5","BASEBASA73M8","BASEBASA73M11","BASEBASA74M2","BASEBASA74M5","BASEBASA74M8","BASEBASA74M11","BASEBASA75M2","BASEBASA75M5","BASEBASA75M8","BASEBASA75M11","BASEBASA76M2","BASEBASA76M5","BASEBASA76M8","BASEBASA76M11","BASEBASA77M2","BASEBASA77M5","BASEBASA77M8","BASEBASA77M11","BASEBASA78M2","BASEBASA78M5","BASEBASA78M8","BASEBASA78M11","BASEBASA79M2","BASEBASA79M5","BASEBASA79M8","BASEBASA79M11","BASEBASA80M2","BASEBASA80M5","BASEBASA80M8","BASEBASA80M11","BASEBASA81M2","BASEBASA81M5","BASEBASA81M8","BASEBASA81M11","BASEBASA82M2","BASEBASA82M5","BASEBASA82M8","BASEBASA82M11","BASEBASA83M2","BASEBASA83M5","BASEBASA83M8","BASEBASA83M11","BASEBASA84M2","BASEBASA84M5","BASEBASA84M8","BASEBASA84M11","BASEBASA85M2","BASEBASA85M5","BASEBASA85M8","BASEBASA85M11","BASEBASA86M2","BASEBASA86M5","BASEBASA86M8","BASEBASA86M11","BASEBASA87M2","BASEBASA87M5","BASEBASA87M8","BASEBASA87M11","BASEBASA88M2","BASEBASA88M5","BASEBASA88M8","BASEBASA88M11","BASEBASA89M2","BASEBASA89M5","BASEBASA89M8","BASEBASA89M11","BASEBASA90M2","BASEBASA90M5","BASEBASA90M8","BASEBASA90M11","BASEBASA91M2","BASEBASA91M5","BASEBASA91M8","BASEBASA91M11","BASEBASA92M2","BASEBASA92M5","BASEBASA92M8","BASEBASA92M11","BASEBASA93M2","BASEBASA93M5","BASEBASA93M8","BASEBASA93M11","BASEBASA94M2","BASEBASA94M5","BASEBASA94M8","BASEBASA94M11","BASEBASA95M2","BASEBASA95M5","BASEBASA95M8","BASEBASA95M11","BASEBASA96M2","BASEBASA96M5","BASEBASA96M8","BASEBASA96M11","BASEBASA97M2","BASEBASA97M5","BASEBASA97M8","BASEBASA97M11","BASEBASA98M2","BASEBASA98M5","BASEBASA98M8","BASEBASA98M11","BASEBASA99M2","BASEBASA99M5","BASEBASA99M8","BASEBASA99M11","BASEBASA00M2","BASEBASA00M5","BASEBASA00M8","BASEBASA00M11","BASEBASA01M2","BASEBASA01M5","BASEBASA01M8","BASEBASA01M11","BASEBASA02M2","BASEBASA02M5","BASEBASA02M8","BASEBASA02M11","BASEBASA03M2","BASEBASA03M5","BASEBASA03M8","BASEBASA03M11","BASEBASA04M2","BASEBASA04M5","BASEBASA04M8","BASEBASA04M11","BASEBASA05M2","BASEBASA05M5","BASEBASA05M8","BASEBASA05M11","BASEBASA06M2","BASEBASA06M5","BASEBASA06M8","BASEBASA06M11","BASEBASA07M2","BASEBASA07M5","BASEBASA07M8","BASEBASA07M11","BASEBASA08M2","BASEBASA08M5","BASEBASA08M8","BASEBASA08M11","BASEBASA09M2","BASEBASA09M5","BASEBASA09M8","BASEBASA09M11","BASEBASA10M2","BASEBASA10M5","BASEBASA10M8","BASEBASA10M11","BASEBASA11M2","BASEBASA11M5","BASEBASA11M8","BASEBASA11M11","BASEBASA12M2","BASEBASA12M5","BASEBASA12M8","BASEBASA12M11","BASEBASA13M2","BASEBASA13M5"
"1996:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","435.245","435.169","435.182","435.182","434.449","434.518","434.518","434.518","434.64799999999997","434.56699999999995","434.56699999999995","434.56699999999995","434.57099999999997","434.625","434.625","434.625","434.712","434.712","434.7","434.7","434.636","434.692","434.692","434.692","434.717","434.701","434.701","434.701","434.698","434.698","434.698","434.698","434.699","434.699","434.699","434.699","434.706","434.706","434.803","434.803","434.812","434.812","434.812","434.812","434.8","434.8","434.901","434.901","434.879","434.879","434.879","434.879","434.897","434.897","434.897","434.897","434.905","434.905","434.905","434.905","434.901","434.901","434.901","434.901","434.878","434.878","434.878","434.878","434.865","434.865"
"1996:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","433.665","433.667","433.667","433.557","433.584","433.58399999999995","433.58399999999995","433.16999999999996","433.14099999999996","433.14099999999996","433.14099999999996","432.775","432.70599999999996","432.70599999999996","432.70599999999996","432.693","432.693","432.674","432.674","432.769","432.811","432.811","432.811","432.656","432.643","432.643","432.643","432.734","432.734","432.734","432.734","432.727","432.727","432.727","432.727","432.606","432.606","432.637","432.637","432.59","432.59","432.59","432.59","432.594","432.594","432.594","432.594","432.629","432.629","432.629","432.629","432.542","432.542","432.542","432.542","432.51","432.51","432.51","432.51","432.494","432.494","432.494","432.494","432.534","432.534","432.534","432.534","432.548","432.548"
"1996:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","436.862","436.871","436.871","436.855","436.733","436.73299999999995","436.73299999999995","436.55999999999995","436.46999999999997","436.46999999999997","436.46999999999997","435.97299999999996","435.905","435.905","435.905","435.875","435.875","435.859","435.859","435.848","435.893","435.893","435.893","435.892","435.885","435.885","435.885","435.887","435.887","435.887","435.887","435.881","435.881","435.881","435.881","435.922","435.922","435.872","435.872","435.872","435.872","435.872","435.872","435.887","435.887","435.855","435.855","435.906","435.906","435.906","435.906","435.926","435.926","435.926","435.926","435.925","435.925","435.925","435.925","435.941","435.941","435.941","435.941","435.992","435.992","435.992","435.992","435.994","435.994"
"1996:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","435.861","436.644","436.644","436.984","437.075","437.075","437.075","437.02299999999997","437.05899999999997","437.05899999999997","437.05899999999997","436.98999999999995","437.19199999999995","437.19199999999995","437.19199999999995","437.044","437.044","437.037","437.037","437.045","437.029","437.029","437.029","437.034","437.03","437.03","437.03","437.021","437.021","437.021","437.021","437.012","437.012","437.012","437.012","437.085","437.085","436.983","436.983","436.96","436.96","436.96","436.96","436.96","436.96","436.908","436.908","436.902","436.902","436.902","436.902","436.909","436.909","436.909","436.909","436.933","436.933","436.933","436.933","436.917","436.917","436.917","436.917","436.888","436.888","436.888","436.888","436.886","436.886"
"1996:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","437.009","437.009","437.885","437.881","437.881","437.881","437.59999999999997","437.695","437.695","437.695","437.77399999999994","437.876","437.876","437.876","437.686","437.686","437.681","437.681","437.742","437.692","437.692","437.692","437.713","437.704","437.704","437.704","437.687","437.687","437.687","437.687","437.683","437.683","437.683","437.683","437.605","437.605","437.492","437.492","437.491","437.491","437.491","437.491","437.477","437.477","437.449","437.449","437.425","437.425","437.425","437.425","437.442","437.442","437.442","437.442","437.458","437.458","437.458","437.458","437.46","437.46","437.46","437.46","437.511","437.511","437.511","437.511","437.512","437.512"
"1996:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","439.079","439.088","439.692","439.686","439.686","439.686","439.80499999999995","439.936","439.936","439.936","439.99499999999995","440.191","440.191","440.191","440.093","440.093","440.098","440.098","440.151","440.076","440.076","440.076","440.073","440.062","440.062","440.062","440.04","440.04","440.04","440.04","440.037","440.037","440.037","440.037","440.135","440.135","440.066","440.066","440.073","440.073","440.073","440.073","440.085","440.085","440.067","440.067","440.021","440.021","440.021","440.021","440.022","440.022","440.022","440.022","439.999","439.999","439.999","439.999","440.01","440.01","440.01","440.01","440.019","440.019","440.019","440.019","440.014","440.014"
"1996:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","441.847","441.882","442.244","442.262","442.26199999999994","442.26199999999994","442.42999999999995","442.575","442.575","442.575","442.59499999999997","442.703","442.703","442.703","442.629","442.629","442.625","442.625","442.613","442.578","442.578","442.578","442.587","442.589","442.589","442.589","442.556","442.556","442.556","442.556","442.57","442.57","442.57","442.57","442.575","442.575","442.556","442.556","442.573","442.573","442.573","442.573","442.559","442.559","442.58","442.58","442.586","442.586","442.586","442.586","442.587","442.587","442.587","442.587","442.625","442.625","442.625","442.625","442.624","442.624","442.624","442.624","442.595","442.595","442.595","442.595","442.588","442.588"
"1996:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","444.203","444.16","443.999","443.99899999999997","443.99899999999997","444.64599999999996","444.611","444.611","444.611","444.68499999999995","444.768","444.768","444.768","444.741","444.741","444.727","444.727","444.708","444.68","444.68","444.68","444.706","444.74","444.74","444.74","444.689","444.689","444.689","444.689","444.742","444.742","444.742","444.742","444.706","444.706","444.686","444.686","444.688","444.688","444.688","444.688","444.702","444.702","444.693","444.693","444.668","444.668","444.668","444.668","444.682","444.682","444.682","444.682","444.65","444.65","444.65","444.65","444.644","444.644","444.644","444.644","444.6","444.6","444.6","444.6","444.609","444.609"
"1996:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","445.864","445.988","445.812","445.81199999999995","445.81199999999995","446.20799999999997","446.18699999999995","446.18699999999995","446.18499999999995","446.16099999999994","446.073","446.073","446.073","446.16","446.16","446.16","446.16","446.08","446.085","446.085","446.085","446.072","446.142","446.142","446.142","446.13","446.13","446.13","446.13","446.13","446.13","446.13","446.13","446.054","446.054","446.014","446.014","446.032","446.032","446.032","446.032","446.038","446.038","446.067","446.067","446.057","446.057","446.057","446.057","446.045","446.045","446.045","446.045","446.041","446.041","446.041","446.041","446.05","446.05","446.05","446.05","446.078","446.078","446.078","446.078","446.085","446.085"
"1996:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","447.169","447.124","447.077","447.077","447.077","447.20599999999996","447.17199999999997","447.17199999999997","447.17199999999997","446.69","446.70799999999997","446.70799999999997","446.70799999999997","446.848","446.848","446.855","446.855","446.776","446.744","446.744","446.744","446.756","446.837","446.837","446.837","446.828","446.828","446.828","446.828","446.824","446.824","446.824","446.824","446.852","446.852","446.842","446.842","446.864","446.864","446.864","446.864","446.858","446.858","446.843","446.843","446.879","446.879","446.879","446.879","446.881","446.881","446.881","446.881","446.858","446.858","446.858","446.858","446.846","446.846","446.846","446.846","446.897","446.897","446.897","446.897","446.897","446.897"
"1996:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","449.463","449.365","449.36499999999995","449.36499999999995","449.23999999999995","449.152","449.152","449.15099999999995","448.48999999999995","448.465","448.465","448.465","448.609","448.609","448.62","448.62","448.595","448.587","448.587","448.587","448.66","448.72","448.72","448.72","448.697","448.697","448.697","448.697","448.701","448.701","448.701","448.701","448.69","448.69","448.756","448.756","448.784","448.784","448.784","448.784","448.79","448.79","448.789","448.789","448.822","448.822","448.822","448.822","448.86","448.86","448.86","448.86","448.849","448.849","448.849","448.849","448.853","448.853","448.853","448.853","448.827","448.827","448.827","448.827","448.825","448.825"
"1996:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","452.917","452.669","452.669","452.669","452.47099999999995","452.38399999999996","452.38399999999996","452.383","451.60299999999995","451.373","451.373","451.373","451.606","451.606","451.617","451.617","451.649","451.712","451.712","451.712","451.82","451.839","451.839","451.839","451.921","451.921","451.921","451.921","451.904","451.904","451.904","451.904","451.933","451.933","452.082","452.082","452.081","452.081","452.081","452.081","452.063","452.063","452.075","452.075","452.051","452.051","452.051","452.051","452.032","452.032","452.032","452.032","452.088","452.088","452.088","452.088","452.079","452.079","452.079","452.079","451.941","451.941","451.941","451.941","451.935","451.935"
