"","NBRBASA65M11","NBRBASA66M2","NBRBASA66M5","NBRBASA66M8","NBRBASA66M11","NBRBASA67M2","NBRBASA67M5","NBRBASA67M8","NBRBASA67M11","NBRBASA68M2","NBRBASA68M5","NBRBASA68M8","NBRBASA68M11","NBRBASA69M2","NBRBASA69M5","NBRBASA69M8","NBRBASA69M11","NBRBASA70M2","NBRBASA70M5","NBRBASA70M8","NBRBASA70M11","NBRBASA71M2","NBRBASA71M5","NBRBASA71M8","NBRBASA71M11","NBRBASA72M2","NBRBASA72M5","NBRBASA72M8","NBRBASA72M11","NBRBASA73M2","NBRBASA73M5","NBRBASA73M8","NBRBASA73M11","NBRBASA74M2","NBRBASA74M5","NBRBASA74M8","NBRBASA74M11","NBRBASA75M2","NBRBASA75M5","NBRBASA75M8","NBRBASA75M11","NBRBASA76M2","NBRBASA76M5","NBRBASA76M8","NBRBASA76M11","NBRBASA77M2","NBRBASA77M5","NBRBASA77M8","NBRBASA77M11","NBRBASA78M2","NBRBASA78M5","NBRBASA78M8","NBRBASA78M11","NBRBASA79M2","NBRBASA79M5","NBRBASA79M8","NBRBASA79M11","NBRBASA80M2","NBRBASA80M5","NBRBASA80M8","NBRBASA80M11","NBRBASA81M2","NBRBASA81M5","NBRBASA81M8","NBRBASA81M11","NBRBASA82M2","NBRBASA82M5","NBRBASA82M8","NBRBASA82M11","NBRBASA83M2","NBRBASA83M5","NBRBASA83M8","NBRBASA83M11","NBRBASA84M2","NBRBASA84M5","NBRBASA84M8","NBRBASA84M11","NBRBASA85M2","NBRBASA85M5","NBRBASA85M8","NBRBASA85M11","NBRBASA86M2","NBRBASA86M5","NBRBASA86M8","NBRBASA86M11","NBRBASA87M2","NBRBASA87M5","NBRBASA87M8","NBRBASA87M11","NBRBASA88M2","NBRBASA88M5","NBRBASA88M8","NBRBASA88M11","NBRBASA89M2","NBRBASA89M5","NBRBASA89M8","NBRBASA89M11","NBRBASA90M2","NBRBASA90M5","NBRBASA90M8","NBRBASA90M11","NBRBASA91M2","NBRBASA91M5","NBRBASA91M8","NBRBASA91M11","NBRBASA92M2","NBRBASA92M5","NBRBASA92M8","NBRBASA92M11","NBRBASA93M2","NBRBASA93M5","NBRBASA93M8","NBRBASA93M11","NBRBASA94M2","NBRBASA94M5","NBRBASA94M8","NBRBASA94M11","NBRBASA95M2","NBRBASA95M5","NBRBASA95M8","NBRBASA95M11","NBRBASA96M2","NBRBASA96M5","NBRBASA96M8","NBRBASA96M11","NBRBASA97M2","NBRBASA97M5","NBRBASA97M8","NBRBASA97M11","NBRBASA98M2","NBRBASA98M5","NBRBASA98M8","NBRBASA98M11","NBRBASA99M2","NBRBASA99M5","NBRBASA99M8","NBRBASA99M11","NBRBASA00M2","NBRBASA00M5","NBRBASA00M8","NBRBASA00M11","NBRBASA01M2","NBRBASA01M5","NBRBASA01M8","NBRBASA01M11","NBRBASA02M2","NBRBASA02M5","NBRBASA02M8","NBRBASA02M11","NBRBASA03M2","NBRBASA03M5","NBRBASA03M8","NBRBASA03M11","NBRBASA04M2","NBRBASA04M5","NBRBASA04M8","NBRBASA04M11","NBRBASA05M2","NBRBASA05M5","NBRBASA05M8","NBRBASA05M11","NBRBASA06M2","NBRBASA06M5","NBRBASA06M8","NBRBASA06M11","NBRBASA07M2","NBRBASA07M5","NBRBASA07M8","NBRBASA07M11","NBRBASA08M2","NBRBASA08M5","NBRBASA08M8","NBRBASA08M11","NBRBASA09M2","NBRBASA09M5","NBRBASA09M8","NBRBASA09M11","NBRBASA10M2","NBRBASA10M5","NBRBASA10M8","NBRBASA10M11","NBRBASA11M2","NBRBASA11M5","NBRBASA11M8","NBRBASA11M11","NBRBASA12M2","NBRBASA12M5","NBRBASA12M8","NBRBASA12M11","NBRBASA13M2","NBRBASA13M5"
"1995:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.847","57.847","57.847","57.847","57.877","57.877","57.877","57.877","57.874","57.873999999999995","57.873999999999995","57.873999999999995","57.900000000000006","57.900000000000006","57.900000000000006","57.900000000000006","57.882999999999996","57.882999999999996","57.882999999999996","57.883","57.883","57.882","57.882","57.882","57.881","57.881","57.881","57.881","57.891","57.891","57.891","57.891","57.891","57.891","57.891","57.891","57.891","57.891","57.891","57.891","57.891","57.858","57.858","57.858","57.858","57.858","57.858","57.858","57.858","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.862","57.863","57.863"
"1995:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.611","57.611","57.611","57.651","57.651","57.651","57.651","57.629","57.629","57.629","57.629","57.66","57.66","57.66","57.66","57.51499999999999","57.51499999999999","57.51499999999999","57.515","57.515","57.517","57.517","57.517","57.518","57.518","57.518","57.518","57.537","57.537","57.537","57.537","57.537","57.537","57.537","57.537","57.537","57.537","57.537","57.537","57.537","57.492","57.492","57.492","57.492","57.492","57.492","57.492","57.492","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.491","57.492","57.492"
"1995:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.08","57.08","57.08","57.11","57.11","57.11","57.11","57.109","57.108999999999995","57.108999999999995","57.108999999999995","57.138","57.138","57.138","57.138","57.120999999999995","57.120999999999995","57.120999999999995","57.121","57.121","57.128","57.128","57.128","57.131","57.131","57.131","57.131","57.159","57.159","57.159","57.159","57.159","57.159","57.159","57.159","57.159","57.159","57.159","57.159","57.159","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104","57.104"
"1995:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.29","57.284","57.284","57.309","57.309","57.309","57.309","57.351","57.351","57.351","57.351","57.36","57.36","57.36","57.36","57.468999999999994","57.468999999999994","57.468999999999994","57.469","57.469","57.472","57.472","57.472","57.475","57.475","57.475","57.475","57.514","57.514","57.514","57.514","57.514","57.514","57.514","57.514","57.514","57.514","57.514","57.514","57.514","57.444","57.444","57.444","57.444","57.444","57.444","57.444","57.444","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446","57.446"
"1995:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.233","57.233","57.217","57.217","57.217","57.217","57.193","57.193","57.193","57.193","57.196999999999996","57.196999999999996","57.196999999999996","57.196999999999996","57.296","57.296","57.296","57.296","57.296","57.281","57.281","57.281","57.285","57.285","57.285","57.285","57.326","57.326","57.326","57.326","57.326","57.326","57.326","57.326","57.326","57.326","57.326","57.326","57.326","57.254","57.254","57.254","57.254","57.254","57.254","57.254","57.254","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.256","57.257","57.257"
"1995:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.091","57.091","57.066","57.066","57.066","57.066","57.043","57.043","57.043","57.043","56.998999999999995","56.998999999999995","57.001","57.001","57.056999999999995","57.056999999999995","57.056999999999995","57.057","57.057","57.046","57.046","57.046","57.053","57.053","57.053","57.053","57.085","57.085","57.085","57.085","57.085","57.085","57.085","57.085","57.085","57.085","57.085","57.085","57.085","57.03","57.03","57.03","57.03","57.03","57.03","57.03","57.03","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.032","57.033","57.033"
"1995:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","56.558","56.575","56.593","56.593","56.593","56.593","56.612","56.611999999999995","56.611999999999995","56.611999999999995","56.611999999999995","56.611999999999995","56.611","56.611","56.489","56.489","56.489","56.489","56.489","56.484","56.484","56.484","56.485","56.485","56.485","56.485","56.495","56.495","56.495","56.495","56.495","56.495","56.495","56.495","56.495","56.495","56.495","56.495","56.495","56.48","56.48","56.48","56.48","56.48","56.48","56.48","56.48","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474","56.474"
"1995:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","56.065","56.129","56.129","56.129","56.129","56.141","56.141","56.141","56.141","56.187999999999995","56.187999999999995","56.187999999999995","56.187999999999995","56.105999999999995","56.105999999999995","56.105999999999995","56.106","56.106","56.111","56.111","56.111","56.093","56.093","56.093","56.093","56.079","56.079","56.079","56.079","56.079","56.079","56.079","56.079","56.079","56.079","56.079","56.079","56.079","56.109","56.109","56.109","56.109","56.109","56.109","56.109","56.109","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.101","56.102","56.102"
"1995:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","56.077","56.106","56.106","56.106","56.106","56.129","56.129","56.129","56.129","56.141","56.141","56.141","56.141","56.196999999999996","56.196999999999996","56.196999999999996","56.197","56.197","56.212","56.212","56.212","56.195","56.195","56.195","56.195","56.173","56.173","56.173","56.173","56.173","56.173","56.173","56.173","56.173","56.173","56.173","56.173","56.173","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226","56.226"
"1996:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","55.63","55.568","55.568","55.568","55.568","55.653","55.653","55.653","55.653","55.7","55.7","55.7","55.7","55.842999999999996","55.842999999999996","55.842999999999996","55.843","55.843","55.831","55.831","55.831","55.818","55.818","55.818","55.818","55.806","55.806","55.806","55.806","55.806","55.806","55.806","55.806","55.806","55.806","55.806","55.806","55.806","55.843","55.843","55.843","55.843","55.843","55.843","55.843","55.843","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846","55.846"
"1996:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","54.813","54.813","54.813","54.813","54.775","54.775","54.775","54.775","54.733999999999995","54.733999999999995","54.733999999999995","54.733999999999995","54.601","54.601","54.601","54.601","54.601","54.586","54.586","54.586","54.578","54.578","54.578","54.578","54.582","54.582","54.582","54.582","54.582","54.582","54.582","54.582","54.582","54.582","54.582","54.582","54.582","54.583","54.583","54.583","54.583","54.583","54.583","54.583","54.583","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.587","54.588","54.588"
"1996:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","55.706","55.706","55.706","55.706","55.592","55.592","55.592","55.592","55.434999999999995","55.434999999999995","55.434","55.434","55.287","55.287","55.287","55.287","55.287","55.28","55.28","55.28","55.277","55.277","55.277","55.277","55.293","55.293","55.293","55.293","55.292","55.292","55.292","55.292","55.292","55.292","55.292","55.292","55.292","55.271","55.271","55.271","55.271","55.271","55.271","55.271","55.271","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.273","55.274","55.274"
"1996:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","55.111","55.091","55.091","55.091","55.064","55.06399999999999","55.06399999999999","55.065","55.13699999999999","55.13699999999999","55.13699999999999","55.13699999999999","55.089","55.089","55.089","55.089","55.089","55.091","55.091","55.091","55.094","55.094","55.094","55.094","55.12","55.12","55.12","55.12","55.12","55.12","55.12","55.12","55.12","55.12","55.12","55.12","55.12","55.085","55.085","55.085","55.085","55.085","55.085","55.085","55.085","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088","55.088"
"1996:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","54.1","54.1","54.1","54.04","54.04","54.04","54.04","54.029999999999994","54.029999999999994","54.029999999999994","54.029999999999994","53.912","53.912","53.912","53.912","53.912","53.915","53.915","53.915","53.92","53.92","53.92","53.92","53.956","53.956","53.956","53.956","53.956","53.956","53.956","53.956","53.956","53.956","53.956","53.956","53.956","53.908","53.908","53.908","53.908","53.908","53.908","53.908","53.908","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.913","53.914","53.914"
